name,categories,lat,lng,id,venue_id
TCJ Restaurant,Asian Restaurant,43.65329078510988,-79.37534292740793,5222402911d244e2f458ed70,
GEORGE Restaurant,Restaurant,43.65334645635036,-79.3744449051126,4af618daf964a520220122e3,208931627
Citrus Restaurant & Lounge @ The Grand Hotel,Lounge,43.65627304573888,-79.37422062269164,4fdfc6c1e4b03326d77bd7c8,
Good View Chinese Restaurant,Chinese Restaurant,43.656791249922385,-79.37613917916755,4adf80b9f964a5202f7b21e3,
Moss Park Restaurant,Restaurant,43.65416368569964,-79.37050460491506,4de260bb2271bfb844997122,
Ryan Restaurant,Ethiopian Restaurant,43.655724,-79.364129,5b9e897ac9a5170039679335,
White Elephant,Thai Restaurant,43.655884298572765,-79.36358647762914,540bea73498e234757c8b0a7,
Weheliye Restaurant,African Restaurant,43.658536,-79.365689,5bf9f9f7135b39002cd82007,
Lalibela Restaurant,Ethiopian Restaurant,43.66214574755775,-79.42487048234243,4b96e048f964a520afea34e3,40539266
Adelina Russian Restaurant & Bar,Russian Restaurant,43.6605748,-79.41484739999999,5c4638eee17910002cde89b7,531692486
Chez Suzy Restaurant,Restaurant,43.65867286292838,-79.4234812259674,5e62a64e29ef820008d4a917,
Dahlak Restaurant,Ethiopian Restaurant,43.66250093002291,-79.42389965057373,4ee90171108135b4c85e653f,
La Bella Managua Restaurant,South American Restaurant,43.66216186157475,-79.42492873619119,4b896cb7f964a520123532e3,
Mars Restaurant,Restaurant,43.66159533566323,-79.40707190346609,4ad91e76f964a520421821e3,
River Tai Restaurant,Chinese Restaurant,43.66290213,-79.403167,4b340703f964a5200d2425e3,
Subway,Sandwich Place,43.658683235357074,-79.39489579355643,4bce296fcc8cd13aeddfc3cf,
Subway,Sandwich Place,43.65987502486328,-79.3886058981476,4be9a0576295c9b61e738508,
Subway,Sandwich Place,43.65900641631697,-79.38475954225783,4b6de84af964a520dc9a2ce3,
Studio Restaurant,Breakfast Spot,43.661500159065305,-79.3793192447337,4bd47e6fcfa7b7139f2924da,
Carlton Restaurant,New American Restaurant,43.66153280071713,-79.38101182087826,50c77c28e4b09076e33b9fa2,
Tummy Time,Middle Eastern Restaurant,43.6588144248406,-79.38208498814286,4be057862aed2d7ffeffc76f,
McDonald's,Fast Food Restaurant,43.66221597116325,-79.38377174246847,4ba26135f964a5200df337e3,
The Carelton,Movie Theater,43.66131540464411,-79.38189254346256,4e05137aae60a90eabb9fc9e,
Fran's,Diner,43.661255320138636,-79.38389304122866,4ae1296df964a5208c8521e3,
Ho Jan 好棧粉麵小廚,Chinese Restaurant,43.66148337688324,-79.38111066405962,4b78a5a0f964a520d1db2ee3,
Daily Sushi,Sushi Restaurant,43.66138539281109,-79.38157955833417,4ae1b52bf964a520dd8621e3,
Sushi Sky,Sushi Restaurant,43.66244625914365,-79.3836036410283,4b5c7d3cf964a520653229e3,
A&W,Fast Food Restaurant,43.663094,-79.383971,4caf97981463a14346c995a9,
Cottage Restaurant & Lounge,Thai Restaurant,43.66277006654972,-79.37689434011018,4ad4c05ff964a52018f720e3,
Zoar Restaurant,Gastropub,43.661099,-79.378891,4d95e7ab744f370400dfab57,
OMI Thai and Japanese Restaurant,Thai Restaurant,43.662145,-79.378965,4b743471f964a520f6cc2de3,
Bestweatern Primrose Hotel Restaurant,Bistro,43.66271754572965,-79.37683935287467,539f93fa498ec2230a9c0a78,
Ontario Restaurant,Diner,43.65888321199789,-79.36836906142996,4ae666dbf964a520dca621e3,
Athenas Bar & Restaurant,Greek Restaurant,43.664133998262265,-79.36624820295125,4ce06844f8cdb1f7de259712,
est Restaurant,American Restaurant,43.658911,-79.349035,5d3127c715cfea0007e44d52,552734373
